今天我们都是香港人,today we are all Hong Kongers
instagram＋屏蔽,Instagram + block
instagram＋被墙,"Instagram + be ""walled"""
819讲话,August 19 speech
我们愿意承受不公,we are willing to endure injustice
因为正义不会迟到,because justice will not be late
炎黄春秋＋主管单位,Yanhuang Chunqiu + governing body
炎黄春秋＋独立,Yanhuang Chunqiu + independence
芮成钢＋令计划,Rui Chenggang + Ling Jihua
习＋微信,Xi + WeChat
习＋谷,Xi + Gu
废习,waste Xi
彭阿姨,Aunt Peng
老人干政,old man messing around in politics (i.e. Jiang Zemin)
总政＋知情干部,[PLA] General Political Department + cadres in the know
刘远东,Liu Yuandong
陈世炬,Chen Shijiu
梅妍凌,Mei Yanling
梅道德,Moral Mei
刘云删,Liu Yundelete
军中最爱,armed forces' most beloved
邓孙子,Grandson Deng [Xiaoping]
邓小平之孙,Deng Xiaoping's grandson
于浩宸,Yu Haochen
习派,Xi faction
小习,Little Xi
刁大大,Tricky Daddy
送瘟神,send away the plague god
送温神,send away the god of warmth
王波＋叙利亚,Wang Bo + Syria
王波＋圣战,Wang Bo + jihad
马元＋舅舅,Ma Yuan + uncle
央视主播,CCTV anchor
江＋金蟾,Jiang + golden toad
膀胱癌＋301医院,bladder cancer + Hospital 301
自由微博,FreeWeibo
Freeweibo,Freeweibo
许志永＋新,Xu Zhiyong + New [Citizens Movement]
（许）志永＋公民,(Xu) Zhiyong + citizens
XZY,XZY
许ZY,Xu ZY
习＋老师,Xi + teacher
习＋涉嫌,Xi + be a suspect
周永康＋法办,Zhou Yongkang + punish according to law
中共第一贪,CCP's most corrupt
薄＋中共高层,Bo + CCP high level
薄＋急先锋,Bo + daring vanguard
我们要工作,we want to work
民有钱＋你贪,the people have money + you are corrupt
民有女＋你奸,the people have women + you rape
民有房＋你拆,the people have homes + you tear down
民有话＋你删,the people have words + you delete
民有难＋你演,the people have troubles + you perform
民有冤＋你关,the people have grievances + you lock [them] up
民有事＋你推,the people have issues + you reject
民有疑＋你编,the people have doubts + you edit
APEC会议＋反腐,APEC Summit + anti-corruption
刘汉＋永康,Liu Han + [Zhou] Yongkang
苹果日报＋习,Apple Daily + Xi [Jinping]
新皇帝 ,new emperor
习＋上位,Xi + top seat
习＋首长,Xi + chief
薄＋红二代,Bo [Xilai] + red second generation
地下刊物,underground publications
（李）克强＋激光笔,(Li) Keqiang + laser pointer
徐才厚＋刘源,Xu Caihou + Liu Yuan
令计划＋运城,Ling Jihua + Yuncheng
李伟东＋习近平,Li Weidong + Xi Jinping
胡苏平,Hu Suping
邓家族,Deng family
温（家宝）＋贪污,Wen (Jiabao) + corruption
黑衣＋律师,black clothes + lawyers
非法传唤,illegal subpoena
财产公开＋人大代表,asset disclosure + NPC delegates
网络监控,Internet surveillance
网宣办,Internet Propaganda Office
新疆＋管制,Xinjiang + control
毛匪,Mao bandit
退d,leave the party (i.e. CCP)
阳光卫视＋陈平,Sun Satellite Television + Chen Ping
力远超,Li Yuanchao
万润南,Wan Runnan
邓卓棣,Deng Zhuodi
陈元＋阿里巴巴,Chen Yuan + Alibaba
王军＋阿里,Wang Jun + Ali
国开行＋阿里巴巴,China Development Bank + Alibaba
（刘）云山＋阿里巴巴,[Liu] Yunshan + Alibaba
yunshan＋阿里,[Liu] Yunshan + Ali
孙子＋阿里巴巴,grandson + Alibaba
纽约时报＋阿里巴巴,New York Times + Alibaba
江志成＋路透社,Jiang Zhicheng + Reuters
江志成＋孙子,Jiang Zhicheng + grandson
江志成＋私募,Jiang Zhicheng + private equity
当今皇上,reigning emperor
反腐＋体制,anti-corruption + system
团系,tuanxi (tuanpai)
高智晟,Gao Zhisheng
邓小平＋坦克,Deng Xiaoping + tank
四环＋枪声,Fourth Ring [Road] + gunfire
找肾源,find source of kidneys
提供肾源,provide source of kidneys
Tohti,[Ilham] Tohti
保守派,conservative party
克强＋艾滋,[Li] Keqiang + AIDS
总理＋艾滋,premier + AIDS
铁流,Tie Liu
窑洞党,cave party
爱国家不等于爱朝廷,love of country is not the same as love of government
郭美美＋刘,Guo Meimei + Liu
郭美美＋云山,Guo Meimei + Yunshan
郭美美＋后台,Guo Meimei + backstage [supporter]
郭美美＋大老虎,Guo Meimei + big tiger
郭美美＋领导,Guo Meimei + leader
13+命案,13 + homicide case
29+情妇,29 + mistress
最高法＋腐败,Supreme Court + corrupt
华数＋敏感画面,Wasu + sensitive screen
华数＋被黑,Wasu + be hacked
温州有线＋敏感画面,Wenzhou cable + sensitive screen
吴志明＋江,Wu Zhiming + Jiang
何挺,He Ting
抹黑习,disgrace Xi
机顶盒＋被黑,set-top box + be hacked
机顶盒＋黑客,set-top box + hacker
机顶盒＋入侵,set-top box + infiltrate
有线电视＋被黑,cable TV + be hacked
有线电视＋黑客,cable TV + hacker
有线电视＋入侵,cable TV + infiltrate
温州电视＋被黑,Wenzhou TV + be hacked
温州电视＋黑客,Wenzhou TV + hacker
温州电视＋入侵,Wenzhou TV + infiltrate
周永康＋老巢,Zhou Yongkang + rat
周（永）康＋温,Zhou (Yong)kang + Wen [Jiabao]
JZM,JZM (Jiang Zemin)
JZ民,JZmin (Jiang Zemin)
zemin,[Jiang] zemin
江Z民,Jiang Zmin
习＋周,Xi + Zhou
周永康家族,Zhou Yongkang Family
周薄,Zhou Bo
康＋方便面,Kang + instant noodles
康师傅＋老虎,Master Kang + tiger
蛤蟆（复测）,toad (retested)
莎车＋爆炸,Shache + explosion
喀什＋爆炸,Kashgar + explosion
新疆＋爆炸,XInjiang + explosion
莎车＋出大事,Shache + major event happened
喀什＋出大事,Kashgar + major event happened
新疆＋出大事,Xinjiang + major event happened
莎车＋通信管制,Shache + communication control
喀什＋通信管制,Kasghar + communication control
新疆＋通信管制,Xinjiang + communication control
G将军＋出逃,General G + flee
郭将军＋出逃,General Guo + flee
郭＋男扮女装,Guo + dress in drag
郭正刚,Guo Zhenggang
克拉娃,Carat Baby
习王,Xi Wang
zheng变,coup d’état
阿里巴巴＋红二代,Alibaba + red second generation
阿里巴巴＋江（志成）,Alibaba + (Alvin) Jiang
博裕,Boyu (Capital)
新天域,New Horizon (Capital)
某教,certain religion
共妻,hetaerism (wife-sharing)
方政,Fang Zheng
令狐剑,Ling Hujian
令计划弟弟,Ling Jihua's younger brother
新四人帮,new Gang of Four
令JH,Ling JH
女高音＋军费,soprano+military funds
宋＋军纪委,Song + Military Discipline and Inspection Committee
宋祖玉,Song Zuyu
袁纯清＋自杀,Yuan Chunqing + suicide
谭晶,Tan Jing
海门＋抗议,Haimen + protest
海门＋游行,Haimen + march
海门＋电厂,Haimen + power plant
（曾）庆红＋被抓,(Zeng) Qinghong + be caught
曾庆淮,Zeng Qinghuai
军中第一美女,military first beauty
张澜澜,Zhang Lanlan
贾庆L,Jia QingL
梅宁华,Mei Ninghua
大老虎＋出事,big tiger + something happened
习阿斗,Xi Adou
习二,Xi the Second
星空大师,Master of the Starry Skies
（宋）祖英＋出事,(Song) Zuying + something happened
（宋）祖英＋调查,(Song) Zuying + investigation
宋祖英＋军纪委,Song Zuying + military discipline inspection commission
宋祖英＋军费,Song Zuying + military funds
宋祖英＋挪用,Song Zuying + embezzle
宋祖英＋后台,Song Zuying + backstage
宋祖英＋蛤蟆,Song Zuying + toad
国母（复测）,first lady (retested)
老老虎（复测）,old tiger (retested)
芮成钢＋被查,Rui Chenggang + be investigated
刘乐飞,Liu Lefei
38军＋贾,38 military [divisions] + Jia
500余人＋贾,over 500 people + Jia
令计划＋大秘,Ling Jihua + big secret
郭伯雄,Guo Boxiong
郭正钢,Guo Zhenggang
港人＋上街,Hong Kongers + take to the streets
李柱铭,Martin Lee
Citizens+Movement,Citizens+Movement
亲属在美加,relatives in the US and Canada
苗德顺,Miao Deshun
匕首 ,dagger
重庆＋不会忘记,Chongqing + will not forget
令计划＋大内总管, imperial palace housekeeper
令计划＋车祸,Ling Jihua + car accident
令计划＋情妇,Ling Jihua + mistress
毛＋清算, Mao + settle accounts
赤化,become communist
周锋锁,Zhou Fengsuo
周封锁,Zhou Fengsuo
李卓人,Lee Cheuk-yan
令计划＋贪腐,Ling Jihua+corruption
令谷,Ling Gu
令计（划）＋苏荣,Ling Ji(hua)+Su Rong
苏荣＋江泽（民）,Su Rong+Jiang Ze(min)
苏荣＋（曾）庆红,Su Rong+(Zeng) Qinghong
刘迎霞＋吉林帮,Liu Yingxia+Jilin gang
曾庆红＋监视居住,Zeng Qinghong+reseidential surveillance
（曾）庆红＋豪宅,(Zeng) Qinghong+mansion
贺锦雷,He Jinlei
李小鹏,Li Xiaopeng
伪基站,fake base station
群发＋短信＋设备,crowd sent+text message+equipment
非京籍＋抗议,non-Beijing hukou+protest
血债帮,blood debt gang
89+(任意字符),89+(any keyword)
廿五周年,twenty-fifth anniversary
致敬,pay respects
6+4,6+4
8的平方,square of 8
tank man,tank man
占占点,[tanks crushing person]
占点占,[tanks crushing person]
邓屠夫,Deng [Xiaoping] The Butcher
解放军＋中越边境集结,PLA+mass at China-Vietnam border
25年,25 years
25years,25years
二十五年,twenty-five years
五月三十五,May Thirty-fifth
广场,square
悼念,mourn
春夏之交,when spring becomes summer
这一天,this day
Jonathan Mirsky＋网站,Jonathan Mirsky+website
红色恐怖,Red Terror
伊斯兰＋恐怖,Islam+terror
公园北街＋乌市,North Gongyuan Street
共产党＋腐败,Communist Party+corrupt
支持＋快播,support+QVOD
青年节,Youth Day
Facebook+办事处,Facebook+office
Facebook+办公室,Facebook+office
25周年,25th anniversary
64+屠杀,64+massacre
64+开枪,64+open fire
89+动乱,89+unrest
四＋开枪,four+open fire
天an门,TianANmen
平反,redress
天下围城,the world besieges the fortress
全民倒共,all the people topple communism
打砸烧,"beat, smash, and burn"
装甲车＋直升机,armored car+helicopter
中共政治局,Chinese Communist [Party] Politburo
南周事件,Southern Weekly incident
薄熙来＋器官,Bo Xilai+organs
H漫,H comics (hentai)
凌辱,assault [a woman]
puzhiqiang,puzhiqiang
PZQ,PZQ
习＋特勒,"Xi+tele [sounds like ""Hitler""]"
（习近平）讲话精神研究中心,(Xi Jinping) speech essence research center
中国教父＋习（近平）,Chinese Godfather Xi (Jinping)
xijin(ping),xijin(ping)
潘涂＋村民,Pantu+villagers
中泰＋垃圾焚烧,Zhongtai+garbage incineration
常委＋贪腐,[Politburo] standing committee member+corrupt
华润＋贺国强,China Resources+He Guoqiang
性交易,sex trade
傅部,Deputy Fu [Zhenghua]
付部,Deputy Fu [Zhenghua]
朱琳,Zhu Lin
电婊,Electric Whore
浦志强＋律师,Pu Zhiqiang+lawyer
浦志强＋失联,Pu Zhiqiang+lose contact
浦志强＋失踪,Pu Zhiqiang+missing
浦志强＋抄家,Pu Zhiqiang+search home and confiscate property
浦志强＋被抄,Pu Zhiqiang+be searched
哈儿律师＋失联,Lawyer Har+lose contact
哈儿律师＋失踪,Lawyer Har+missing
哈儿律师＋抄家,Lawyer Har+search home and confiscate property
浦＋律师＋失联,Pu+lawyer+lose contact
浦＋律师＋失踪,Pu+lawyer+missing
浦＋律师＋抄家,Pu+laywer+search home and confiscate property
陈一谘,Chen Yizi
乌鲁木齐＋悬赏,Urumqi+offer a reward
习＋爆炸,Xi+explosion
曾庆红＋儿子,Zeng Qinghong+son
曾庆红＋陈峰,Zeng Qinghong+Chen Feng
曾庆红＋刘振亚,Zeng Qinghong+Liu Zhenya
曾伟＋鲁能,Zeng Wei+Luneng
王凤清＋侄女,Wang Fengqing+niece
李克强＋王俊莲,Li Keqiang+Wang Junlian
林昭＋无罪,Lin Zhao+innocent
林昭＋苏州祭奠,Lin Zhao+Suzhou memorial rites
毛＋鞭尸,Mao+beat the body of the dead
毛＋僵尸,Mao+zombie
毛＋屠夫,Mao+butcher
毛＋屠杀,Mao+massacre
腊肉＋纪念馆,cured meat+mausoleum
三江＋十字架,Sanjiang+crucifix
拆除＋十字架,demolish+crucifix
林昭＋右派,Lin Zhao+rightist
林昭＋扫墓,Lin Zhao+pay respects
25周年纪念,25th anniversary commemoration
王晓玲 ,Wang Xiaoling
胡占凡＋被查 ,Hu Zhanfan+be investigated
胡占凡＋内幕交易,Hu Zhanfan+insider trading
（周）元根 ,(Zhou) Yuangen
老老虎,old tiger
old老虎,old tiger
边境＋士兵 ,border+soldier
持枪＋离队,carry firearms+break ranks
诱惑 ,seduce
色情,pornography
女＋交,woman+associate
杨佳＋我还有话要说,Yang Jia+When Night Falls
杨佳＋电影,Yang Jia+film
应亮＋我还有话要说,Ying Liang+When Night Falls
应亮＋杨佳,Ying Liang+Yang Jia
申维辰＋谭晶,Shen Weichen+Tan Jing
柯玲玲,Ke Lingling
习近平＋前妻,Xi Jinping+former wife
刘卫国,Liu Weiguo
丁家喜＋法院,Ding Jiaxi+court
丁家喜＋旁听,Ding Jiaxi+observe [trial]
丁家喜＋财产公示,Ding Jiaxi+financial disclosure
丁家喜＋官员财产,Ding Jiaxi+officials' assets
李蔚＋法院,Li Wei+court
李蔚＋旁听,Li Wei+observe [trial]
李蔚＋财产公示,Li Wei+financial disclosure
李蔚＋官员财产,Li Wei+officials' assets
公民＋运动,citizen+movement
赵常青,Zhao Changqing
茂名＋PX,Maoming+PX
茂名＋P（X）,Maoming+P[X]
茂名＋芳烃,Maoming+aromatic hydrocarbon
茂名＋化工,Maoming+chemical industry
茂名＋石化工程,Maoming+petrochemical engineering project
茂名＋血腥,Maoming+bloody
茂名＋警察,Maoming+police
茂名＋坦克,Maoming+tank
茂名＋屠杀,Maoming+massacre
茂名＋冲突,Maoming+conflict
茂名＋示威,Maoming+demonstration
茂名＋游行,Maoming+march
茂名＋聚集,Maoming+assemble
茂名＋上街＋散步,Maoming+take to the streets+take a walk
maoming＋PX,maoming+PX
maoming＋上街＋散步,Maoming+take to the streets+take a walk
詹敏利,Zhan Muli
茂名,Maoming
PX,PX
三峡＋老虎,Three Gorges+tiger
电力＋老虎,electric power+tiger
张春贤＋国安委,Zhang Chunxian+National Security Commission
周元根,Zhou Yuangen
政局动荡,political upheaval
Freeweibo,Freeweibo
抛售人民币,undersell the Renminbi
藏青会,Tibetan Youth Congress
张凤梅＋裸体,Zhang Fengmei+naked
习＋集权,Xi+centralization of state power
习＋江,Xi+Jiang
席主席,President Mat
除习,remove Xi
毛＋皇帝,Mao+emperor
中南海＋（权）斗,Zhongnanhai+(power) struggle
新疆＋刀,Xinjiang+knife
新疆＋恐怖,Xinjiang+terror
新疆人＋桂林,Xinjianger+Guilin
维吾尔族＋砍,Uyghur+cut
桂林＋西门桥,Guilin+Ximenqiao
桂林火车站,Guilin train station
桂林西门桥＋宝马车司机,Guilin Ximenqiao+BMW driver
西门桥＋宝马车司机＋新疆疑犯,Ximenqiao+BMW driver+Xinjiang suspect
中国烈士旅,China Martyrs Brigade
皮帽子,pi maozi [fur hats]
沈培平被调查＋贺国强,Shen Peiping under investigation+He Guoqiang
贺锦涛,He Jintao
刘霞＋软禁,Liu Xia+house arrest
曹顺利,Cao Shunli
捍卫新闻自由,defend freedom of the press
一审判决＋公民,one trial judgment+citizen
丁家喜＋赵常青,Ding Jiaxi+Zhao Changqing
李蔚＋袁冬,Li Wei+Yuan Dong
侯欣＋法院,Hou Xin+court
ICIJ,ICIJ [International Consortium of Investigative Journalists]
离岸＋维京,offshore+Virgin [Islands]
离岸＋金融,offshore+finances
双规＋大老虎,shuanggui+big tiger
逮捕＋大老虎,arrest+big tiger
温老虎,Tiger Wen
跑官,running official
前核心,former inner circle
杨洁篪＋辞职,Yang Jiechi+resign
习＋最近严厉讲话,Xi+most recent stern speech
傅某,a certain [person surnamed] Fu
尚福林＋落网,Shang Fulin+be captured
尚福林＋落马,Shang Fulin+be eliminated (as in a contest)
尚福林＋137亿,Shang Fulin+13.7 billion
尚福林＋敛财,Shang Fulin+gain wealth by unfair means
尚福林＋贪污,Shang Fulin+graft
尚福林＋巨贪,Shang Fulin+extremely corrupt
尚福林＋辞职,Shang Fulin+resign
尚福林＋被抓,Shang Fulin+be caught
蛤蟆＋死,toad+dead
蛤蟆＋病危,toad+critically ill
伊力哈木,Ilham
宋彬彬＋文革,Song Binbin+Cultural Revolution
李东生＋性贿赂,Li Dongsheng+sexual bribe
性爱视频,sex tape
人渣＋排行榜,scumbag+ranked list (shitlist)
解放军301+炸弹,PLA 301+bomb
毛＋秦始皇,Mao+Qing Shi Huang
毛＋杀人,Mao+homicide
毛＋魔鬼,Mao+monster
花园网,Garden Networks
习上,On Xi
陈光标＋第一桶金,Chen Guangbiao+first bucket of gold
陈光标＋忽悠＋欺骗,Chen Guangbiao+trick+cheat
小马奔腾＋大亨案,Galloping Horse [Film]+tycoon case
小马奔腾＋董事长,Galloping Horse [Film]+chairman of the board
李明＋小马奔腾,Li Ming+Galloping Horse [Film]
李明＋公安部,Li Ming+Public Security Bureau
李明＋李东生,Li Ming+Li Dongsheng
李明＋调查,Li Ming+investigation
北京公安局长,Beijing Public Security Bureau Director 
香港商报＋中纪委,Hong Kong Commercial Daily+Central Discipline Commission
中纪委＋大老虎,Central Discipline Commission+big tiger
常委＋财产,Standing Committee member+assets
方便面＋抓,instant noodles+grab
习＋老好人,Xi+nice guy
不伦不类,wishy-washy
习＋作秀,Xi+put on a show
习＋炒作,Xi+speculate
习＋演戏,Xi+put on an act
习＋大动作,Xi+big move
习＋新政,Xi+new administration
习＋前任,Xi+predecessor
习＋周,Xi+Zhou [Yongkang]
李东生＋习,Li Dongsheng+Xi
习负责,Xi is responsible [for...]
习明（泽）,Xi Ming[ze]
政治谣言,political rumor
政治内幕,politics behind the scenes
刀＋新疆,knife+Xinjiang
军队＋警察,army+police
毛＋专制,Mao+autocracy
毛＋独裁,Mao+dictatorship
谌洪果,Chen Hongguo
李东生＋汤灿,Li Dongsheng+Tang Can
李东生＋周,Li Dongsheng+Zhou
李东生＋zhou,Li Dongzheng+zhou
李东生＋ZK,Li Dongsheng+ZK
曹建明＋调查,Cao Jianming+investigate
习＋某平,Xi+Some-ping
习＋平平,Xi+Pingping
习＋亲属,Xi+relatives
联合报,United Daily News
联合新闻网,United Daily News Net
政府比房产商黑,government is shadier than property developers
kang,[Zhou Yong]kang
康康,Kangkang [Zhou Yongkang]
周勇康,Zhou Brave [yong]-kang
周永糠,Zhou Yong-bran [kang]
州永康,State [Zhou] Yongkang
洲永康,Continent [Zhou] Yongkang
粥永康,Congee [Zhou] Yongkang
粥永糠,Congee Yong-bran
粥涌康,Congee Gush [yong]-kang
舟永康,Boat [Zhou] Yongkang
咏康,Chant [yong]-kang
咏糠,Chant-bran
涌康,Gush-kang
涌糠,Gush-bran
臃康,Swollen [yong]-kang
媒体管制,regulation of media
微博＋审查,Weibo+censor
小秘书＋审查,little secretary+censor
总理＋改革,premier+reform
王铮,Wang Zheng
至宪党,Zhi Xian Party
天安门＋访民,Tiananmen+petitioners
天安门＋撒传单,Tiananmen+scatter pamphlets
（天）安门＋静坐,(Tian)anmen+sit-in
天安门＋炸弹,Tiananmen+bomb
天安门＋爆炸,Tiananmen+explosion
宪法法院,constitutional court
（习）近平＋薄,(Xi) Jinping+Bo [Xilai]
（习）近平＋锦涛,(Xi) Jinping+[Hu] Jintao
余姚＋现场,Yuyao+scene [of incident] 
余姚＋政府,Yuyao+government
余姚＋下台,Yuyao+step down
余姚＋武警,Yuyao+armed police
余姚＋特警,Yuyao+SWAT
余姚＋聚集,Yuyao+assemble
余姚＋冲突,Yuyao+conflict
余姚＋抗议,Yuyao+protest
余姚＋示威,Yuyao+demonstration
余姚＋集会,Yuyao+assembly
毛宏芳60分下台,Mao Hongfang 60 points step down
习＋家族,Xi+family
习仲勋＋儿子,Xi Zhongxun+son
高层恩怨与习仲勋,"Grudges, Gratitude, and Xi Zhongxun"
习＋明镜出版社,Xi+Mingjing Press
刁明泽,Xi Mingze
习正宁,Xi Zhengning
习富平,Xi Fuping
习和平,Xi Heping
习干平,Xi Ganping
习桥桥 ,Xi Qiaoqiao
习安安,Xi An'an
习远平,Xi Yuanping
刁远平,Diao Yuanping
习明正,Xi Mingzheng
中华民国＋万岁,long live+Republic of China
安全沙皇,security czar
周永kang,Zhou Yongkang
z永康,z Yongkang
周康康,Zhou Kangkang
康师傅＋中石油,Kang Shifu+CNPC
康师傅＋儿子,Kang Shifu+son
周薄,Zhou Bo
习＋同志,comrade+Xi
夏俊峰＋头七,Xia Junfeng+touqi [seventh day after death]
夏俊峰＋出殡,Xia Junfeng+hold a funeral procession
国殇,national martyr
习梦撕,Xi The Dream-Ripper
蒋公剿匪不力,Master Chiang fails to suppress the bandits
习梦撕（指习,Doctor [of Philosophy] Xi 
习＋论文,Xi+dissertation
刘美珣,Liu Meixun
半羽,Half-Feather
习三胖,Xi Third-Fatty
习＋左,Xi+left
习＋新政,Xi+new administration
习＋司令,Xi+commanding officer
宪政,constitutionalism
薄＋刘,Bo+Liu
薄＋死,Bo+death
薄＋保外就医,Bo+medical parole
薄＋（周）永康,Bo+(Zhou) Yongkang
薄王,Bo Wang
薄胡,Bo Hu
五个重庆,Five Chongqings
党内斗争,internal Party struggle
挺薄,support Bo
薄公,Master Bo
怀念＋薄,think fondly of+Bo
南华（早报）＋马云,South China (Morning Post)+Jack Ma
南华＋编辑部声明,South China+editors' statement
南华＋刘怡,South China+Liu Yi
马云＋六四,Jack Ma+Six Four
马云＋64,Jack Ma+64
马云＋八九,Jack Ma+Eight Nine
马云＋89,Jack Ma+89
许＋志＋永,Xu+Zhi+yong
许博士,Dr. [of Philosophy] Xu
刘卫国,Liu Weiguo
康素萍,Kang Suping
陈建刚,Chen Jiangang
孙村派出所,Suncun Police Station
第三看守所,No. 3 Detention Center
财产公示,financial disclosure
GSK,GSK
葛兰素史克,GlaxoSmithKline
李小琳,Li Xiaolin
香港+七一,Hong Kong+seven one
张晓明,Zhang Xiaoming
基本法+23,Basic Law+23
基本法+二十三,Basic Law+twenty-three
江贼,Jiang Betray[-the-People]
贼民,[Jiang] Betray-the-People
中环,Central [Hong Kong neighborhood]
七一+散步,seven one+take a walk
游xing,YOUxing [march]
皮帽子,leather hat
呆婊,stupid prostitutes
和田,Hotan
新疆+恐怖,Xinjiang+terror
新疆+暴力,Xinjiang+violence
新疆+27人死亡,Xinjiang+27 people dead
新疆+（小）偷,Xinjiang+(little) thief
浙大教授+上书,Zhejiang U. professor+submit letter to superior
浙江大学+上书,Zhejiang University+submit letter to superior
习帝,Emperor Xi [Jinping]
习大人,His Excellency Xi [Jinping]
政法委,Politics and Law Commission
zhengbian,zhengbian (coup)
李广年,Li Guangnian
18岁情妇,18-year-old mistress
中国动态调查委员会主任,Director of the Commission of Inquiry on Domestic Dynamics
孙政才+孟山都,Sun Zhengcai+Monsanto
孙政才+转基因,Sun Zhengcai+genetic modification
亡党,lose the Party
纪英男,Ji Yingnan
范悦+包养,Fan Yue+keep a lover
副司长+包养,deputy director+keep a lover
裸照,nude photo
栗战书,Li Zhanshu
Li战书,Li Zhanshu
栗zhanshu,Li Zhanshu
习哥,Brother Xi
刁哥,Brother Sly
彭+手机,Peng+cell phone
彭+拍照,Peng+take a photo
彭+苹果,Peng+apple
彭+iphone,Peng+iPhone
第一夫人+手机,first lady+cell phone
第一夫人+苹果,first lady+apple
第一夫人+iphone,first lady+iPhone
国母+手机,first lady+cell phone
国母+苹果,first lady+apple
国母+iphone,first lady+iPhone
习夫人+手机,Mrs. Xi+cell phone
习夫人+拍照,Mrs. Xi+take a photo
习夫人+苹果,Mrs. Xi+apple
习夫人+iphone,Mrs. Xi+iPhone
peng+liyuan,peng+liyuan
当前意识形态领域情况,current situation of the ideological sphere
89,89
64+24,64+24
tank,tank
anniversary,anniversary
hk64,hk64
viiv,viiv
（大）黄鸭,(big) yellow duck
烛光,candlelight
己巳月+乙未日,Jisi month+Yiwei day
八的平方,square of eight
祭奠,memorial ceremony
不适宜对外公开,inappropriate for the public
网络封锁,Internet block
蟹农场,Hexie Farm
敏感词,sensitive word
习+影帝,Xi+movie star
35,35
63+1,63+1
65-1,65-1
24年,24 years
june,june
Jun+4th,Jun+4th
三十五,thirty-five
二十四,twenty-four
六+四,six+four
六4,six 4
6四,6 four
liusi,liusi (six four)
bajiu,bajiu
陆肆,six four
陆四,six four
六肆,six four
捌玖,eight nine
捌九,eight nine
八玖,eight nine
六four,six four
six四,six four
six+four,six+four
八八,eight eight
今天,today
明天,tomorrow
那年,that year
那天,that day
特殊的日子,special day
艾晓明,Ai Xiaoming
晚会,evening event
蜡烛,candle
纪念,commemorate
TAM,TAM
tiananmen,tiananmen
square,square
天安门,tiananmen
广场,square
金水桥,Jinshuiqiao
反官倒,against bureaucratic profiteering
长安街,Changan Avenue
木樨地,Muxidi
公主坟,Gongzhufen
上街,take to the streets
坦克,tank
戒严,martial law
学运,student movement
学潮,student strike
镇压,suppression
屠杀,massacre
游行,march
北京屠城,Beijing massacred
丁子霖,Ding Zilin
张先玲,Zhang Xianling
胡耀邦,Hu Yaobang
赵紫阳,Zhao Ziyang
李鹏,Li Peng
袁木,Yuan Mu
严家其,Yan Jiaqi
高官+留学子女,high officials+children studying abroad
高官子女+回国,children of high officials+return home
二十四周年,twenty-fourth anniversary
维园+晚会,Victoria Park+evening event
司徒华,Szeto Wah
李建国+调查,Li Jianguo+investigation
李维国,Li Weiguo
徐向荣,Xu Xiangrong
李文生,Li Wensheng
24周年,24th anniversary
youxing,youxing (march)
鲍朴,Bao Pu
福清纪委爆炸案,Fuqing Discipline Inspection Commission Bombing Incident
吴昌龙,Wu Changlong
吴英华,Wu Huaying
林秀英,Lin Xiuying
陈科云,Chen Keyun
潘涂,Pantu
王补,Wang Bu
围观+黑监狱,surround and watch+black jails
资阳黑监狱,Ziyang black jail
维权律师,rights defense lawyers
赤匪,red bandits
红匪,red bandits
gong匪,gong bandits
gongfei,gongfei
钟涛,Zhong Tao
京+wen,Jing+wen
袁莉亚,Yuan Liya
七不讲,seven don't mentions
何兵,He Bing
六点声明,six-point statement
邓卓棣+美国,Deng Zhuodi+U.S.
邓卓棣+性骚扰,Deng Zhuodi+sexual harassment
邓卓棣+红三代, Deng Zhuodi+red third generation
安徽女子,Anhui girl
京+温,Jing+Wen
袁利亚,Yuan Liya
木樨园,Muxiyuan
大红门,Dahongmen
南三环,South Third Ring [Road]
直升机,helicopter
国轩,Guoxuan
电池厂,battery factory
5月4日+散步,May Fourth+take a walk
5月4日+示威,May Fourth+demonstrate
朱令,Zhu Ling
孙维,Sun Wei
铊,thallium
清华+中毒,Tsinghua+poisoning
清华+投毒,Tsinghua+poison
财产公示+九君子,financial disclosure+nine gentlemen
赵长青,Zhao Changqing
丁家喜,Ding Jiaxi
色力布亚,Selibuya
世维会,World Uyghur Congress
25周年,25th anniversary
成都PX项目,Chengdu PX project
5月4日+九眼桥+散步,May 4th+Jiuyan Bridge+take a walk
彭州+PX,Pengzhou+PX
地产党,Real Estate Party
范继跃,Fan Jiyue
芦山县委书记,Lushan County Party Secretary
李克强+作秀,Li Keqiang+put on a show
总理+影帝,prime minister+movie star
三峡+四川地震,Three Gorges+Sichuan earthquake
西金平,West Gold-peace (Xi Jinping)
西晋平,Western Jin Peace (Xi Jinping)
洗尽平,Fully-washed Peace
洗净平,Whistle-clean Peace (Xi Jinping)
洗进瓶,Wash into Bottle (Xi Jinping)
锡金瓶,Sikkim Bottle (Xi Jinping)
一帆风顺,may the wind fill your sails
微服（私访）,dress as a commoner (to secrectly see how commoners live)
钓鱼台,Diaoyutai [State Guesthouse]
郭立新,Guo Lixin
习+假新闻,Xi+fake news
习+出租,Xi+hire
习+打的,Xi+hail a taxi
习+打车,Xi+hail a car
习+的哥,Xi+Taxi Brother
习+总书记,Xi+secretary-general
xi+总书记,xi+secretary-general
总书记+打车,secretary-general+hail a car
总书记+打的,secretary-general+hail a taxi
圣奴隶,saintly slaves
耀邦,Yaobang
24周年,24th anniversary
改革派,reformist
